name,excellent,very_good,average,poor,terrible
Morgan Hotel,274,282,70,31,18
Travelodge London Central Southwark,1361,1217,506,236,199
Barmy Badger Backpackers,78,41,13,3,4
The Victoria Inn,83,31,9,6,5
The Grazing Goat,108,88,19,6,9
B&B Belgravia,340,412,157,71,51
Marple Cottage Guest House,92,23,1,1,3
Travelodge Wembley,690,542,261,125,172
Leigham Court Hotel,90,158,73,19,14
Holiday Inn Express London - Limehouse an IHG hotel,315,554,222,55,35
Macdonald Hotel,198,436,165,32,13
Best Western The Boltons London Kensington,455,556,252,95,56
The Tommyfield,85,62,15,8,4
The Westminster London Curio Collection by Hilton,36,11,9,2,3
Sunborn London,2434,887,376,153,160
The Gyle,48,7,1,2,2
The Dilly,894,1098,602,351,277
YOTEL London Clerkenwell,61,21,8,3,6
Mercure London Paddington Hotel,601,820,405,166,149
The Standard London,181,25,17,9,8
Millennium Hotel London Knightsbridge,587,521,274,149,103
The Crown Pub & Guesthouse,37,5,1,1,0
Z Hotel Holborn,35,16,5,1,1
My Bloomsbury,458,432,206,106,70
Ibis London Excel Docklands,652,1029,524,165,128
Crowne Plaza London - Kings Cross  an IHG hotel,915,1657,919,311,181
Ambassadors Bloomsbury,616,1025,520,202,131
Travelodge London Balham,343,273,121,72,82
NOX HOTELS Hyde Park,92,209,99,26,16
Garden Court Hotel,133,254,138,45,35
The Academy,79,22,12,6,8
Hyatt Place London City East,42,14,5,2,3
Quality Hotel Hampstead,70,118,52,15,12
The Bridge Hotel,219,220,126,67,40
Travelodge London Central Tower Bridge,1031,917,453,222,190
The Biltmore Mayfair LXR Hotels & Resorts,60,5,3,4,4
Strathmore Hotel,220,391,190,97,55
The Forester,86,60,10,9,5
Heatherbank Guesthouse,60,35,15,2,1
Holiday Inn Express London-Royal Docks Docklands an IHG hotel,274,465,276,85,69
Stylotel,190,382,242,67,41
Hotel du Vin Wimbledon,458,244,128,109,101
Cove - St Martin's Covent Garden,38,6,0,1,1
Avo Hotel,104,53,25,9,4
Hotel Columbus,141,321,138,50,34
Hampton by Hilton London Waterloo,2032,1425,317,77,56
The Dilly,894,1098,602,351,277
The Guardsman,23,0,1,0,0
Corus Hotel Hyde Park,1211,1860,1262,596,341
The Wesley Hotel,618,876,406,158,130
Middle Eight,34,1,5,1,1
Mercure London Paddington Hotel,601,820,405,166,149
DoubleTree by Hilton Hotel London - Docklands Riverside,1096,895,478,251,210
Mercure London Bloomsbury,852,1189,436,158,85
Strathmore Hotel,220,391,190,97,55
The President Hotel,616,1733,1360,428,245
The Hayden Pub & Rooms,21,2,0,0,0
Holiday Inn Express London-Royal Docks Docklands an IHG hotel,274,465,276,85,69
The George Hotel,187,328,179,75,52
The Angerstein Hotel,63,54,25,8,8
Grange Clarendon Hotel,162,300,141,53,39
The Fox and Grapes,74,39,6,9,4
Crowne Plaza London - Kings Cross  an IHG hotel,915,1657,919,311,181
Fitzrovia Hotel,250,486,260,110,63
Fairway Hotel,131,296,124,53,30
Regency Hotel Parkside,39,85,30,10,3
Brook Hotel,30,24,6,0,0
Hyde Park Radnor Hotel,155,252,138,56,34
Balham Lodge,71,61,27,8,2
The Jade,114,159,56,27,27
PubLove At The Steam Engine Waterloo,108,162,79,29,27
Premier Inn London Hammersmith Hotel,705,823,356,163,126
Travelodge London Park Royal,255,133,108,65,98
Washington Mayfair Hotel,390,487,290,113,118
Croft Court Hotel,82,50,13,3,9
Marriott Executive Apartments London Canary Wharf,78,42,17,8,3
Hampton by Hilton London Waterloo,2032,1425,317,77,56
The Z Hotel Trafalgar,31,11,5,1,3
Holiday Inn Express London - Victoria an IHG hotel,128,292,240,107,46
Zedwell Piccadilly,85,13,9,4,24
100 Queen’s Gate Hotel London Curio Collection by Hilton,157,62,46,36,49
Grand Plaza Serviced Apartments,815,1497,519,235,238
The Guardsman,23,0,1,0,0
Hotel Shepherds Bush London,37,15,0,0,7
The House of Toby London,85,102,45,28,26
Washington Mayfair Hotel,390,487,290,113,118
The Westminster London Curio Collection by Hilton,36,11,9,2,3
Redchurch Townhouse,20,4,1,0,0
Travelodge London Crystal Palace,59,20,7,8,6
Kip Hotel,105,106,53,28,30
Hilton London Paddington,1704,2054,823,366,295
The Londoner Hotel,21,4,1,2,0
Clink261 Hostel,165,332,183,80,74
Ibis Styles London Kensington Hotel,312,676,440,202,123
The Pilgrm,83,83,37,27,19
The Old Ship Inn,97,70,30,19,20
Best Western Plus Vauxhall Hotel,74,43,28,9,18
The Blackbird,23,4,2,1,0
Forest House,26,7,1,0,1
Vincent House,34,14,2,2,1
Comfort Inn Hyde Park,110,338,180,55,36
Chilworth Court Apartments,56,40,4,2,6
Innkeeper's Lodge London Greenwich,111,138,75,29,26
Best Western Corona,173,379,270,120,64
Pickwick Hall,58,71,25,11,11
Mentone Hotel,132,301,157,69,56
Lexham Gardens by Cheval Maison,41,5,1,0,2
The Carlton Tower Jumeirah,18,0,0,0,0
Hampton by Hilton London Waterloo,2032,1425,317,77,56
Mondrian Shoreditch,14,2,1,0,0
Astor Court Hotel,120,358,238,73,85
The Rochester by Blue Orchid,241,532,278,105,76
The Z Hotel Strand,13,5,1,1,0
Canopy By Hilton London City,18,0,0,0,0
The Guardsman,23,0,1,0,0
St Christopher's Village London Bridge,115,170,119,50,49
Dolphin Hotel,128,253,202,80,92
Langham Court Hotel,143,278,188,87,62
Commodore Hotel,14,3,0,0,0
Merit Kensington Hotel,21,17,5,1,2
DoubleTree by Hilton Hotel London - Marble Arch,661,666,326,151,132
Hilton London Kensington,1213,2059,1321,541,319
Chelsea Bridge Apartments,134,104,35,16,41
Copthorne Tara Hotel London Kensington,1917,3115,2016,746,496
The Apartments by Prestige,48,17,5,2,4
Seraphine Kensington Olympia Hotel,143,213,129,63,55
New Linden Hotel,155,403,210,85,68
Red Lion Court by City2Stay,28,6,4,1,3
Kensington Prime Hotel,24,18,7,3,1
Hyde Park Boutique Hotel,113,284,141,51,46
Park Avenue Baker Street,108,171,93,50,36
The Brownswood Guest Rooms,18,0,0,0,0
easyHotel London City Shoreditch,78,63,42,22,30
St. David's Hotels,190,290,120,67,62
The William IV Guest House,19,6,4,0,0
Belsize Park Apartments,31,16,1,0,1
Dockside Hotel,44,92,26,8,8
The Ship Inn,25,24,4,1,1
The Station Hotel,48,34,12,12,5
NOX HOTELS - Olympia,43,101,42,18,15
Hampton by Hilton London Waterloo,2032,1425,317,77,56
The Z Hotel Strand,13,5,1,1,0
The 29 London - FKA Airways Hotel Victoria,157,419,310,138,203
NOX HOTELS Kensington,64,60,24,5,28
Hampton By Hilton London Park Royal,21,7,2,2,3
146 Studios,38,79,57,18,20
The Guardsman,23,0,1,0,0
Green Rooms,41,26,18,18,5
The Devonshire,18,0,0,0,0
OYO Grantly Hotel,61,197,131,38,41
Seven Dials Hotel,74,182,157,46,45
Belvedere Hotel,49,198,208,71,30
The Crescent Hyde Park,14,5,0,0,0
The Phoenix,126,87,54,32,44
Garden View Hotel,139,488,357,106,97
Manor Hotel,26,117,91,18,15
NOX HOTELS - Golders Green,39,14,8,0,8
The Dover Hotel,71,196,226,77,43
Lord Jim Hotel,122,211,217,83,63
B’Shan Apartments,61,19,4,6,5
Premier Inn London Tolworth,173,97,73,53,83
The Kings Head Hotel & Pub,48,33,10,10,9
Trebovir Hotel,130,336,250,97,90
The Victoria,77,36,33,15,11
Travelodge London Greenwich,30,14,8,2,6
Wardonia Hotel,152,479,317,94,63
10 Curzon Street by Mansley,13,12,1,0,1
St Giles London,1081,3024,2469,868,579
Crown and Sceptre,36,36,13,6,7
Dawson House Hotel,46,58,24,12,8
NOX HOTELS Bayswater,44,174,121,39,49
NOX HOTELS - Olympia,43,101,42,18,15
Hampton by Hilton London Waterloo,2032,1425,317,77,56
DoubleTree by Hilton Hotel London - West End,1157,1441,773,383,258
Selina Camden,9,1,0,0,0
Nobu Hotel London Portman Square,17,4,2,1,3
Holiday Inn London - Kensington Forum an IHG hotel,1002,2209,1189,429,276
St Johns Boutique Hotel,10,0,0,0,0
The Guardsman,23,0,1,0,0
Comfort Inn London - Edgware Road,80,232,146,64,57
Kingsland Hotel,131,207,76,27,64
Cheval Calico House,25,10,1,1,1
Great Cumberland Place,41,31,11,11,14
Limegrove Hotel London,69,42,14,14,37
OYO London Finchley,93,207,210,66,58
Grange White Hall Hotel,146,311,184,101,74
Generator London,962,1339,645,315,336
Nox Hotels Belsize Park,48,62,41,24,18
Juliette's Guest House,31,23,11,6,5
Victoria Inn,115,341,282,93,106
St Christopher's Inn Camden,53,80,53,21,21
Shakespeare Hotel,143,343,297,128,148
Mandalay Picton House Hotel,97,90,42,30,19
The Hurdwick,24,6,6,4,4
Inverness Terrace Serviced Apartments,32,45,19,6,10
Eurotraveller Hotel-Premier Tower Bridge,62,128,136,49,36
London Backpackers,47,46,47,14,18
Maitrise Hotel Maida Vale - London,336,407,277,200,251
Piccolino Hotel,50,131,66,33,33
Monopoly Accommodations,30,39,32,10,6
Room Home Stay,61,34,26,8,14
Albro House Hotel,34,72,34,17,14
Paddington Park Hotel,16,12,4,1,3
Hampton by Hilton London Waterloo,2032,1425,317,77,56
Hilton London Euston,497,852,679,398,301
Home2Home-Rooms Bed & Breakfast,15,7,1,0,1
Brooklyn House,15,3,1,1,1
The Residen - Fitzrovia Oxford Street,6,3,1,0,0
Best Western Buckingham Palace Rd,18,15,11,5,5
Boston Manor Hotel,72,114,80,42,62
Aparthotel Adagio London Stratford,10,1,0,0,1
Wilde Aparthotels by Staycity - Aldgate Tower Bridge,7,0,0,0,0
Holiday Inn London - Oxford Circus an IHG hotel,192,525,405,181,126
Stow-Away South Bank,14,1,0,0,3
Fitzrovia Belle Public House & Hotel,10,6,3,2,2
Royal National Hotel,617,2202,3879,1678,1772
The Duke Rooms & Bar London,49,34,15,11,37
Vonder Hotels,19,3,5,3,3
The Bryson Hotel,45,46,45,23,22
Saba Hotel London,72,203,152,68,59
Nox Hotels - West End Lane II,10,44,17,2,11
The Norfolk Towers Hotel,70,114,48,25,53
Aaraya Hotel London,49,90,98,34,51
Innkeeper's Lodge London Dulwich,27,13,10,10,9
St. Christopher's Inn Hostel - London Bridge,88,121,97,47,57
NOX HOTELS Paddington,37,14,16,3,15
The Black Lion,69,85,58,31,45
Americana Hotel,54,180,142,55,47
London Star Hotel,29,35,23,11,15
Lord Kensington Hotel,77,168,127,53,51
Central Station,23,25,24,6,10
OYO Townhouse 30 Sussex,16,24,12,7,6
Aspen Apartments,19,21,15,8,5
Central Hoxton Shoreditch,12,36,6,4,8
Boston Manor Hotel,72,114,80,42,62
The Guardsman,23,0,1,0,0
London Stay Apartments,35,51,34,14,23
Melia White House Apartments,7,3,1,1,1
CG Kensington,8,1,0,0,1
The Duke Rooms & Bar London,49,34,15,11,37
OYO Huttons Hotel,11,4,1,2,2
Middle Eight,34,1,5,1,1
House Of Theatres,8,2,0,0,1
Hotel La Place,42,44,32,26,23
Courtyard by Marriott London City Airport,6,1,1,1,0
Mayflower Hotel,158,377,279,170,197
Saba Hotel London,72,203,152,68,59
Olympic House Hotel,42,152,140,46,44
The Bedford Pub,11,1,0,0,2
Central Victorian House,5,2,0,0,0
Peckham Rooms Hotel,21,19,15,8,7
Rockwell East,12,5,0,1,4
Aaraya Hotel London,49,90,98,34,51
The Pack and Carriage,27,19,19,9,14
The King William Hotel,49,57,18,18,25
St George's Inn Victoria,43,78,71,25,33
The Duke of Leinster,108,236,173,92,127
Amber Residence Hotel,17,34,12,4,9
PubLove at The Crown Battersea,63,59,64,44,37
The Black Lion,69,85,58,31,45
No 5 Doughty Street,19,15,3,2,4
Regency Hotel - Nottingham Place,14,55,38,14,13
No.8 Tottenham,24,27,16,5,9
Hotel Unique,18,22,16,7,4
Knaresborough Boutique Apartments,58,57,21,18,45
Mirian House London,14,5,3,2,1
Abbey Point Cafe and B&B,12,11,3,1,4
The Westin London City,3,0,0,0,0
Comfort Inn London - Victoria,153,421,349,191,150
Smart Hyde Park View,115,211,189,109,146
Bed and Breakfast London/ Great Breakfast & Double Bedroom/en-suite shower,4,0,0,0,0
Sidney Hotel London-Victoria,22,37,21,6,21
The Royale Chulan Hyde Park Hotel London,65,200,175,84,84
The Summerfield,25,10,5,3,10
OYO St George Hotel,75,218,213,142,88
Windmill Hotel,54,94,66,27,48
ABC Hyde Park Hotel,67,153,131,65,68
Marble Arch Suites,36,42,26,21,27
The Kilburn Arms,3,0,1,0,0
Publove at The Rose & Crown,3,2,4,0,0
Urbany Hostel London,5,0,0,0,1
Great St Helen Hotel,18,36,31,18,15
The Melville Hotel Kings Cross,99,167,119,67,91
Andora Apartments,3,2,3,0,0
Suffolk Lane by BridgeStreet,10,11,3,2,5
Venture Hostels,33,46,31,20,29
Roseview Hotel,53,60,49,31,29
Marble Arch Inn,49,143,153,66,92
The Eaton Townhouse,7,7,6,5,2
The Wimbledon Hotel,28,35,31,22,17
Corner Green Guesthouse,3,1,4,0,0
Cricklewood Lodge Hotel,24,54,28,12,30
Howard Winchester Hotel,61,217,236,100,70
St Christopher's Liverpool Street,7,10,3,1,3
Westpoint Hotel,104,320,308,149,152
Ravna Gora Hotel,37,33,23,7,33
Blueprint Living Apartments - Turnmill Street,18,8,5,2,8
Hampton by Hilton London Waterloo,2032,1425,317,77,56
Courthouse Hotel,472,553,375,237,264
Smart Hyde Park View,115,211,189,109,146
Central Hotel,27,24,26,15,27
Viking Hotel,85,252,262,93,98
The Summerfield,25,10,5,3,10
The Westminster London Curio Collection by Hilton,36,11,9,2,3
NOX HOTELS | Waterloo,32,6,1,2,26
Victoria Inn London,2,0,0,0,0
Sonder - Chelsea Green,18,4,4,5,11
Golders Park Hotel,13,3,0,1,9
Orchard Hotel,49,181,235,92,92
Windmill Hotel,54,94,66,27,48
The Kilburn Arms,3,0,1,0,0
HSA - 129 Shoreditch,2,0,0,0,0
The Red Lion Leytonstone,2,0,0,0,0
The Melville Hotel Kings Cross,99,167,119,67,91
Andora Apartments,3,2,3,0,0
Suffolk Lane by BridgeStreet,10,11,3,2,5
Europa House Hotel,47,113,111,56,55
The Bridge Rooms,2,1,0,1,0
Marble Arch Inn,49,143,153,66,92
Corner Green Guesthouse,3,1,4,0,0
Westbury Hotel Kensington,59,243,248,112,114
35 Chiswick Quay,4,5,1,1,2
Westpoint Hotel,104,320,308,149,152
The Princess Victoria,6,1,3,2,2
Classic Hyde Park Hotel,18,49,41,18,21
The Paramount Hotel,48,124,97,43,60
Eurotraveller Hotel Express,23,75,73,33,28
Belmont Hotel,6,20,16,6,9
CityLodge London,12,34,28,15,13
The Guardsman,23,0,1,0,0
London KW Hotel,1,0,0,0,0
Hilton London Metropole,1347,2009,1613,1004,891
Sonder - Edgware Road Hotel,4,3,1,1,3
Notting Hill Gate Hotel,51,148,216,103,85
easyHotel Paddington London,124,308,314,116,139
Middle Eight,34,1,5,1,1
Guest House Ellipse,10,1,0,3,7
Chelsea Cloisters,365,298,238,187,309
London Property Apartment,1,0,0,0,0
Central London Apartment - Great Location,1,0,0,0,0
Berkeley Square Apartments,0,1,0,0,0
Roland House Apartments,9,16,6,3,6
Voyage London Hotel,3,3,1,1,2
Streatham Common Homestay,1,0,0,0,0
M-Hotels Apartments,0,1,1,0,0
Rove London Hotel,1,0,0,1,0
Keystone House,55,104,116,78,57
Astoria Hotel,43,104,147,66,70
Admiral Hardy,2,0,0,1,1
406 Harrow,3,9,6,1,2
202 Brick Lane,1,0,0,0,0
Belgrave Hotel,50,125,96,32,55
Dirty Liquor Ltd,0,1,0,0,0
Aptel East,1,0,0,0,0
Kings Boutique Hotel,15,19,15,11,12
Frances St Guest House,0,1,0,0,0
St Christopher's Inn Oasis London Bridge,12,22,32,15,15
The Long Room Bar & Hotel,14,13,9,3,12
Blue Bells Hotel,36,123,133,72,102
Chelsea House Hotel,34,112,136,68,89
Amazing London,0,1,0,0,0
The Guardsman,23,0,1,0,0
Abercorn House,77,273,254,123,153
Sonder at Kensington Gardens,4,1,0,3,3
New Cross Inn Hostel,42,28,37,23,40
Linden House Hotel,81,206,269,141,179
Stanley House Hotel,77,401,457,181,152
Hotel 65,63,202,218,109,121
Arch Hotel,50,70,57,30,61
Royal London Hotel By Saba,31,117,120,58,55
Nayland Hotel,44,166,200,91,86
Dolphin Inn,12,21,33,16,20
The Distillery,4,6,3,3,5
CitySpace. Borough,10,4,2,2,11
Leicester Square One,1,1,0,0,1
The Gresham Hotel,35,208,270,124,136
CityPads Leicester Square,1,0,0,0,1
Falcon Apartments,1,2,0,1,2
KX Rooms Kings Cross,2,1,0,1,2
Hotel Earls Court,17,40,56,26,33
White House Hotel,15,30,48,13,31
Mstay West Hampstead,1,0,1,0,1
Paddington Apartments,15,46,39,23,28
Central London Rooms,1,0,1,0,1
Boka Hotel,46,97,131,44,93
Boutique Apartments W14,1,0,0,0,1
Dodi Apartment,1,0,0,1,0
Avon Hotel,37,68,66,34,52
St Christopher's Inn Shepherds Bush,19,46,43,20,27
Hotel 261,24,40,34,16,40
Plaza Hotel,3,2,3,0,4
The Maranton House Hotel,49,100,96,64,46
The Gainsborough Hotel,64,132,138,117,139
Mermaid Suite Hotel,31,108,135,61,77
Hostel Strand Continental,31,77,123,52,69
Hyde Park Executive Apartments,152,407,411,255,353
Kings Cross Inn Hotel,94,269,309,157,187
Hampton by Hilton London Waterloo,2032,1425,317,77,56
Comfort Inn London - Westminster,119,300,358,217,255
The Portico Hotel ( FKA - Hanover Hotel Victoria),87,308,406,164,262
Brunel Hotel,39,110,141,65,106
OYO Abbey Hotel,25,27,28,15,42
Golden Square,27,17,3,7,34
Hotel Edward Paddington,62,171,199,113,155
Newmarket Ale House,42,73,92,45,70
Hellenic Hotel London By Saba,10,16,22,17,15
City Courtyard Apartments & Penthouse,24,3,2,3,29
Hyde Park Suites,84,236,228,157,187
OYO London 24 Sussex,45,64,68,31,40
Leigh House Hotel,17,38,44,24,28
Hyde Park Apartments,12,41,53,18,39
Avonmore Hotel,11,62,51,30,40
Nox Hotels - West End Lane I,3,16,13,13,9
The Fountain Hotel,12,20,14,5,25
Smart Hostel Russell Square,159,267,412,262,383
Thames View House,0,1,0,0,1
The Chelsea Lodge,1,0,0,2,1
Apple Apartments Ealing,1,2,0,0,3
Simple Stay,2,0,0,0,3
Vauxhall B&B,0,0,0,0,1
Boutique Apartments,0,0,0,1,0
Comfotel Blue,17,56,58,36,38
Smart Hyde Park Inn Hostel,111,192,271,183,268
