name,excellent,very_good,average,poor,terrible
St. John Villa,81,68,11,1,5
Piccolo Borgo,332,411,130,31,35
Hotel Apogia Lloyd Roma,183,339,106,29,15
Domus 21 Luxury Suites,1,0,0,0,0
Hotel Verona,219,384,145,44,27
Free Hostels Roma,38,15,4,0,0
The Code Hotel,99,38,13,11,9
Locanda Navona,128,55,10,6,6
Hotel Borromeo,539,457,170,67,62
Ferrari Home B&B,93,71,11,2,5
Hampton by Hilton Rome East,86,74,23,16,7
Grand Hotel del Gianicolo,193,245,104,57,32
Hotel Darival Nomentana,61,65,17,0,1
Opera Suites,69,20,1,2,2
Aventino Guest House,67,40,8,1,1
Relais Teatro Argentina,94,30,6,5,0
Grand Hotel Tiberio,342,498,229,62,51
iRooms Spanish Steps,175,88,36,24,12
Domus Alberico,41,3,1,0,1
Hotel Nardizzi Americana,251,361,159,62,46
Astoria Garden,248,348,109,38,24
Hotel Palladium Palace,351,490,233,78,60
Ateneo Garden Palace,104,124,48,18,12
Le Suite Downtown,88,50,12,2,4
BDB Luxury Rooms Margutta,83,54,18,6,3
B&B San Peter Area,127,35,4,0,3
Vaticano84,80,49,13,3,2
Maison Vaticana,82,25,1,2,1
Day by Day,107,28,5,1,3
La Reggia dei Principi,80,67,11,5,4
Jadore Monic,60,21,4,1,0
Seven Kings Relais,130,129,34,10,10
La Girandola Bed & Breakfast,64,29,2,1,1
Vatican Domus,56,8,2,0,0
Hotel De' Ricci,44,4,1,0,0
Domus 21 Luxury Suites,1,0,0,0,0
Arch Rome Suites,57,34,5,0,3
Argentina Style View,44,9,4,1,0
Alessandro Palace & Bar,251,312,205,47,39
San Carlo Suite,143,50,16,10,19
Rome Garden Hotel,150,214,101,18,38
Ferrari Home B&B,93,71,11,2,5
Navona Essence Hotel,78,21,9,4,3
Villa Laetitia,95,46,14,10,1
Donna Laura Palace Hotel,329,526,176,54,54
Hotel Arcangelo,120,219,86,24,21
Borgo Pio Suites Inn,79,28,7,3,2
Veneto Palace Hotel,310,394,247,56,26
Hotel Julia,181,347,146,45,32
Hotel San Silvestro,87,111,49,16,12
B&B Ventisei Scalini a Trastevere,107,93,28,10,5
Roma Dreaming,129,81,23,7,10
Rhea Silvia Luxury Trastevere 2,41,5,1,0,0
Hotel Alexis,115,148,61,17,15
Hotel Appia 442,78,28,3,1,1
Taormina Hotel,183,287,132,31,14
Margutta 19,78,20,4,1,5
Hotel Oxford,356,658,285,76,36
Trevi Fountain Guesthouse,69,64,20,5,1
Hotel San Valentino,175,223,97,22,30
Tre R Colosseo,64,13,3,2,0
Ottaviano Guest House,62,36,4,0,1
Hotel Elite,91,130,46,14,13
Cielo Vaticano Guest House,96,34,6,2,2
Barcelo Aran Mantegna,757,1012,416,185,146
Hotel Felice,340,163,90,55,80
Gialel B&B,120,122,46,12,8
Domus 21 Luxury Suites,1,0,0,0,0
Bettoja Hotel Massimo D'Azeglio,275,547,250,78,34
Bettoja Hotel Mediterraneo,362,630,348,112,54
Suite Fontana di Trevi,47,9,2,0,0
Hotel Imperiale Roma,378,494,222,68,85
Windrose Hotel,161,379,182,42,19
Ferrari Home B&B,93,71,11,2,5
G-Rough,112,18,9,4,8
B&B Vicolo del Lupo,55,53,9,1,2
Ferrari Home B&B,93,71,11,2,5
Hotel Cinquantatre,127,215,90,31,14
Le Petit Real,138,124,39,11,9
HOTEL AMALIA ROMA,138,205,60,26,21
Mascagni Luxury Rooms & Suites,53,16,1,0,2
Monti49 GuestHouse,52,2,3,0,1
Aurelia Garden Rooms B&B,67,16,3,1,2
Hotel Villa Grazioli,110,114,63,28,18
La Dolce Vita Barberini,70,30,6,2,1
Osimar Hotel,176,213,111,41,24
Tolentino Suites,131,55,21,6,6
Alea Home Roma,34,2,0,0,0
OneTime Roma,105,30,9,1,8
Inside Roma Rooms,38,4,1,0,0
Contessa Arrivabene Antica Dimora,83,56,7,5,4
Demi's Home,64,3,0,0,0
The Spanish Suite - Piazza Di Spagna,141,54,25,12,17
B&B Gate 40,69,20,5,6,0
Best Vatican B&B,113,47,15,4,4
Romoli Hotel,127,207,99,19,22
Charme Holidays Colosseum,46,18,1,0,0
Kent Hotel Rome,100,139,60,16,9
IH Hotels Roma Z3,197,299,126,40,37
Domus 21 Luxury Suites,1,0,0,0,0
Hotel Diana Roof Garden,487,926,486,153,92
Hotel 87 EightySeven,175,174,65,36,39
Roma Luxus Hotel,161,84,41,29,28
Hotel Paolo II,70,27,2,2,8
Cosmopolita Hotel,443,631,269,107,59
Ferrari Home B&B,93,71,11,2,5
Inn Rome Rooms & Suites,81,58,14,2,6
Hotel Impero,287,643,286,78,59
Piazza Farnese Luxury Suites,134,43,13,6,8
Casa de'Fiori,91,98,20,9,6
Charme & Chic,104,13,8,6,6
Borgo Pio 91,76,45,11,3,3
Hotel Labelle,83,85,38,11,10
Villa Monte Mario,69,95,35,10,9
Boutique Centrale Palace,72,20,5,2,5
Suites Farnese Design,81,14,1,2,3
Excellent Trinity Rooms,39,0,0,0,0
Athena Guest House,44,3,0,0,0
Hotel Canova,81,194,90,23,14
OC Hotel,131,118,62,20,16
Le Scalette al Vaticano,56,14,1,1,2
Target Inn,161,106,22,10,15
Hotel Pineta Palace,408,447,335,189,139
Bed Breakfast and Cappuccino - Kosher B&B Roma,116,67,13,5,10
Aurelia 429,118,109,33,17,9
Hotel Gravina San Pietro,150,261,94,39,34
Hub Navona,68,15,2,0,3
Best Western Blu Hotel Roma,183,317,162,53,39
Hotel American Palace EUR,88,122,42,21,18
Residenza Napoleone III,67,4,0,0,0
Roof Suite Rome,46,3,0,0,0
Domus 21 Luxury Suites,1,0,0,0,0
Rome Kings Suite,105,143,36,24,12
B&B Anturium,34,3,1,0,0
MDM Guesthouse,126,101,41,19,10
Gambrinus Hotel,459,626,268,112,83
Easy Budget Colosseo,54,14,2,0,3
Ferrari Home B&B,93,71,11,2,5
Inn Rome Rooms & Suites,81,58,14,2,6
Navona Residenza de Charme,42,9,1,0,2
My Trevi Charming & Luxury Rooms,49,7,4,1,1
Town House Campo de Fiori,52,20,7,1,2
Relais Santa Maria Maggiore,70,51,19,4,7
Chapter Roma Hotel,49,9,0,2,2
Residenza Scipioni Luxury B&B,62,18,7,5,0
Hotel Genova,256,420,230,92,48
Tridente Suites,61,25,4,0,2
AmoRoma Suite,102,42,13,2,9
Buonarroti Suite,99,160,84,22,11
Hotel Marco Polo,394,308,148,71,116
Domus Fontis,61,23,4,0,1
Flower Garden Hotel,96,169,139,45,15
Five Rooms Rome Guesthouse,73,43,9,1,6
Buongiorno San Pietro,52,17,3,0,1
Ad Maiora B&B,48,6,0,0,0
Domus Popolo,36,3,0,0,0
Sonnino Suite B&B,65,101,22,11,4
San Peter Rome B&B,139,76,8,3,6
Hotel Charter,75,67,36,4,6
Hotel San Pietrino,72,60,21,2,1
Nobildonne Relais,35,1,1,0,0
Hotel Katty,74,120,34,19,4
Fendi Private Suites,60,9,3,3,1
Domus 21 Luxury Suites,1,0,0,0,0
Imperium Suite Navona,234,173,67,30,46
B&B Armonie Romane,73,33,20,4,2
Barberini Dream,41,9,2,1,1
Hotel Cilicia,125,213,117,42,28
Martivs Private Suites,35,3,2,0,0
Ferrari Home B&B,93,71,11,2,5
Concept Terrace Hotel,33,5,1,0,1
Capitals Luxury River,40,13,3,0,1
Lungotevere Suite,81,80,28,10,7
Grand Hotel Fleming,532,582,418,168,167
Melody Suite - B&B,63,8,1,1,1
B&B Gonfalone6,42,24,3,0,0
Domus Giulia,35,1,1,0,0
Fleming Suites,44,39,5,4,0
25 Rooms Bed&Breakfast,59,27,7,1,2
Hotel Casa Valdese Roma,48,66,24,6,1
Pettinary Village,54,20,1,0,2
Clemy in Rome,41,7,0,0,0
Domus Sessoriana,253,494,232,81,54
Evergreen Bed and Breakfast,35,11,0,0,2
Relais Palazzo Taverna,130,109,30,14,9
Buongiorno San Pietro,52,17,3,0,1
Hotel Vespasiano,76,34,9,6,6
Best Western ARS Hotel,187,346,153,49,40
B&B Five,50,4,0,0,0
Il Tempio di Morfeo,41,17,2,0,0
St. Peter's Rooms Rome,55,36,3,4,1
Simonetta ai Musei Vaticani,67,19,1,1,0
Principe Eugenio,92,172,46,16,11
Hotel Roma Tiburtina,82,131,35,9,10
Hotel Ripa Roma,410,823,459,180,72
Domus 21 Luxury Suites,1,0,0,0,0
Golden Tulip Rome Piram,531,1041,529,216,187
Rome Marriott Park Hotel,681,932,556,216,178
i Fiori de' Mario Suites,40,3,1,0,1
Palazzo Velli Suites,47,18,6,1,1
Hotel Pace Helvezia,183,341,206,69,68
Ferrari Home B&B,93,71,11,2,5
Mosaic Central,56,86,40,7,5
La Residenza dell'Angelo,77,44,11,4,3
B&B La Residenza dei Principi,58,31,8,1,2
Pincio,83,148,49,17,14
B&B Lost In Rome,64,31,14,4,1
JB Relais,44,13,1,0,1
BQ House Milizie,35,6,0,0,0
B&B Vaticano Candia Inn,84,9,1,2,2
Hotel Mondial,317,603,291,103,85
Colonna Palace Hotel,229,379,191,75,51
Arco di Travertino,43,73,17,2,2
Piazza Del Gesu Luxury Suites,138,57,24,9,17
Casa La Salle - Casa per Ferie,155,278,126,43,39
Hotel Donatello,206,311,201,74,50
Bed and Breakfast Le Vibrazioni,42,0,0,0,0
Camplus Guest Roma,64,69,17,5,11
Mercure Roma West,340,594,305,120,104
Hotel Select Garden,86,172,67,24,13
Almes B&B,69,45,3,1,1
Damiani & Sister Guest House,33,2,0,0,0
Olimpica Relais,39,10,1,0,1
Trevi Luxury Rooms,86,33,6,3,4
Tiburtina Garden,39,2,0,0,0
Hotel Central Lodge,50,76,13,2,6
Piazza di Spagna Suites,147,81,26,10,18
Domus 21 Luxury Suites,1,0,0,0,0
BV Oly Hotel,178,321,204,62,35
Navona Jacuzzi Rooms,32,6,0,0,1
Hotel Albani Roma,181,476,201,51,35
Campo de' Fiori 34,23,4,0,0,0
Hotel Shangri-La Roma,71,61,18,9,15
Ferrari Home B&B,93,71,11,2,5
Novotel Roma Est Hotel,256,513,261,68,52
Hotel Concordia,277,211,120,55,40
La Residenza del Sole al Pantheon,42,14,4,1,3
B&B Santi Quattro al Colosseo,93,83,21,8,14
Boutique Central Relais,69,20,3,2,5
Suite in Rome - Residenza Cola di Rienzo,41,49,6,3,1
Nikis Collection Navona,41,11,4,0,1
Domus Flaviae Guest House,64,5,5,0,3
Xenia Guest House,41,4,2,1,0
Sweet Dreams,51,23,3,1,3
Bye Bye Roma Pantheon Suite,47,22,4,1,1
Meininger Roma Termini,46,43,9,0,8
Michelangelo Vatican Rooms,47,14,1,0,1
Town House 57,37,23,3,1,0
900 Piazza del Popolo Luxury Guest House,32,5,0,0,0
Marta Guest House,88,96,32,12,9
Chroma Exy,72,23,5,4,2
Gens Mundi,39,4,2,0,0
Elenoire Rooms & Suite,36,18,1,1,0
B&B Hotel Roma Pietralata Tiburtina,37,15,5,2,2
Hotel Meraviglia,73,72,19,6,8
Queen Palace Suites,42,3,0,0,2
Hotel Artis,181,330,191,60,35
Hotel Orazia,82,157,102,26,18
Casa Per Ferie Santa Maria Alle Fornaci,87,102,35,10,11
Domus 21 Luxury Suites,1,0,0,0,0
Hotel Zone,177,320,183,59,46
BV Oly Hotel,178,321,204,62,35
Hotel Gioberti,137,264,192,59,45
Villa Delle Rose Hotel,87,163,89,35,33
La Maison d'Art Spagna,88,68,24,9,20
Ferrari Home B&B,93,71,11,2,5
Hotel Concordia,277,211,120,55,40
Art Atelier Borgo,32,2,2,0,1
La Residenza del Sole al Pantheon,42,14,4,1,3
Hotel Corona Rome,187,405,152,58,59
Ripetta Rooms,35,9,5,0,0
Holiday Inn Rome - Eur Parco Dei Medici an IHG hotel,305,618,427,199,131
Suite in Rome - Residenza Cola di Rienzo,41,49,6,3,1
La Maison dell'Orologio Guest House,55,15,0,1,1
Hotel San Marco,168,249,127,43,54
Regola Suite,36,9,1,0,0
Hotel Novecento,78,164,98,41,14
Assisi Hotel,72,130,60,23,10
Occidental Aran Park,408,379,241,132,113
Affreschi su Roma Luxury B&B,58,31,7,3,4
Hotel Patria,127,319,212,59,47
Agriturismo Montecaminetto,30,9,1,0,1
Prassede Palace Hotel,31,10,3,1,1
Hotel Domus Tiberina,117,119,44,27,30
Residenza Roma,40,24,2,3,1
Celio Hotel,128,77,21,16,25
Kiss and Room,45,28,6,3,0
Via Cesena B & B,54,7,1,0,1
Adriatic Hotel,123,285,141,47,27
B&B La Perla di Roma,33,5,0,0,0
Roma Camping in Town,597,797,393,151,166
Domus 21 Luxury Suites,1,0,0,0,0
My Spanishsteps,30,4,0,1,0
Black Rooms Colosseo,32,23,8,0,1
Best Western Hotel Rivoli,96,204,125,68,33
Hotel City,61,121,65,17,11
Borgo Pallavicini Mori,25,3,1,0,0
Ferrari Home B&B,93,71,11,2,5
Hotel Piemonte,196,425,226,60,34
Manin Suites,40,38,6,2,2
Emmaus,134,139,80,35,31
Domus Barberini,54,6,2,0,3
Eco B&B Marela,70,33,3,8,1
Domus Prati B&B,47,43,9,2,1
Argentina Hotel,54,153,85,23,11
Roman Holidays,128,107,41,12,18
Hotel Serena,231,458,197,56,60
Le Suite Di Napoleone,38,37,4,2,1
Hotel 325 Tor Vergata,78,62,15,5,6
Hotel Genio,176,414,195,101,81
Piazza di Spagna Suite de Charme,47,7,1,0,3
Hotel Clodio,100,197,118,57,19
Prima Guest House Collection,26,11,2,1,0
Hotel Alessandrino,92,144,89,29,17
Urban Garden Hotel,65,59,30,13,10
Buenos Aires,69,113,83,40,6
Best Sistine B&B,57,39,9,2,1
I Pini di Roma - Rooms & Suites,66,12,5,1,1
Suites Roma Tiburtina,89,45,10,6,9
Hotel Santa Prisca,31,104,35,12,7
G55 Design Hotel,48,7,3,2,3
Relais Vittoria Colonna,40,8,0,0,3
Residence Prati,39,28,6,2,0
Domus 21 Luxury Suites,1,0,0,0,0
Hotel VIlla Pamphili Roma,22,6,2,0,1
Piazza di Spagna Suite de Charme,47,7,1,0,3
Best Western Hotel Rivoli,96,204,125,68,33
Aphrodite Hotel,158,351,242,73,62
Hotel RomAntica,60,216,159,33,10
Ferrari Home B&B,93,71,11,2,5
Parisii Luxury Relais,22,1,0,0,0
Hotel La Pergola,94,100,55,32,25
Biancoreroma B&B,64,29,3,0,6
Residence Prati,39,28,6,2,0
DomusamoR Colosseo,36,31,5,0,2
Borgo Pallavicini Mori,25,3,1,0,0
Emmaus,134,139,80,35,31
Vacanze Romane Rooms,38,17,8,0,0
The Spanish Suite Campo de' Fiori,63,53,14,13,7
Bettoja Atlantico Hotel,108,289,153,46,27
Residenza Romana,41,3,1,0,2
Hotel 325 Tor Vergata,78,62,15,5,6
Magna Cura,42,9,2,0,1
B&B 30,46,10,0,0,0
207 Inn,73,75,43,12,16
Andrea Doria Resort,39,20,2,1,0
Cinque Sogni,31,9,2,1,0
Pigneto Luxury Rooms,47,30,9,5,0
Le Cupole,47,24,3,1,2
Hotel Flavia,195,193,167,67,52
Check-Inn Rooms,36,16,1,0,0
The B Place,68,80,40,18,14
Hotel Re Testa,77,140,67,25,15
B&B Lost in Trastevere,61,26,6,2,6
The Colours of Rome,42,19,5,1,2
Domus 21 Luxury Suites,1,0,0,0,0
Smooth Hotel Rome West,103,202,128,57,46
9Hotel Cesari,108,80,20,12,1
Dharma Boutique Hotel & Spa,21,0,0,0,0
Rome 55,82,16,6,3,7
Kennedy Hotel,194,312,261,121,92
Ferrari Home B&B,93,71,11,2,5
Hotel Rimini Roma Termini,128,337,222,52,26
Nakissa Inn,66,38,21,8,5
Hotel Scott House,104,235,137,44,59
History Suite B&B,72,21,7,2,6
Navona Living Rome,27,14,3,1,0
Hotel Rinascimento,106,134,55,19,30
Down Town,67,26,6,2,5
Merulana Inn Guesthouse,27,6,3,1,0
Hotel Latinum,91,114,46,15,18
Easy Rome Guest House,25,7,1,0,0
Relais Frattina,47,34,3,4,3
La Lumiere di Piazza di Spagna,47,89,36,13,6
Bed a San Pietro Roma,60,31,4,5,2
Bed and Breakfast Giovy,218,87,34,24,19
Chroma Tessera,31,50,6,3,2
Gregorio VII Luxury Suites,53,31,9,4,4
Roger Vatican Dream,34,1,0,1,0
Shelisa,31,5,0,0,0
Gregori Guest House,42,12,2,1,1
Casa Cleo,49,47,27,10,5
Villa Patrizia,54,16,10,8,5
Al Casale De Santis,53,49,14,8,2
ibis Roma Fiera,215,537,427,131,75
Funny Palace,97,82,37,15,19
Hotel Louisiana,69,118,67,25,17
Domus 21 Luxury Suites,1,0,0,0,0
Hotel Cristoforo Colombo,387,765,506,237,208
Hotel Fontana,154,198,98,54,61
Nerva Accomodation Cavour,22,4,0,0,0
The Bridge Suites,27,21,4,0,1
Glance in Rome,22,2,5,0,0
Ferrari Home B&B,93,71,11,2,5
Relais de la Poste,20,6,2,1,0
Domus Best - Guest House,25,11,1,0,0
LIttle Queen Relais,39,19,4,2,3
Aria Rome Rooms,38,8,1,2,0
Why Not Roma,50,36,11,3,4
BDB Luxury Rooms Trastevere Torre,40,22,8,3,1
Matisse B&B,252,94,38,30,47
POP Art B&B,45,29,8,4,3
Trevi & Pantheon Luxury Rooms,31,20,7,3,0
Morin 10,26,0,0,0,0
Bed and Breakfast Elisir,24,2,0,0,0
B&B Mr. Brown,52,8,0,2,3
Unicum Roma Suites,20,0,0,0,0
Sleep in Rome Ludovisi,27,14,4,0,0
Moonlight Inn Guest House,25,0,0,0,0
iRooms Central Station,53,30,9,7,6
Vivi Rome Bed and Breakfast,37,4,2,0,0
SuiteDeal,51,34,5,2,7
Love of Rome,46,9,0,3,1
New Generation Hostel Santa Maria Maggiore,45,46,13,6,5
Gina B&B,28,6,4,0,0
Hotel Elide,59,127,84,21,19
B&B Ondina,34,2,0,0,0
Hotel Carmel Roma,103,65,24,17,19
WRH Suites,117,99,26,21,12
Domus 21 Luxury Suites,1,0,0,0,0
Hotel Villafranca,156,423,291,112,56
Now Apartments,32,5,0,1,1
Crossroad Hotel,52,33,28,12,5
Hotel Milani,162,373,196,67,56
Mariano Hotel,90,280,212,50,48
Ferrari Home B&B,93,71,11,2,5
Anfiteatro Flavio,107,241,136,73,55
Leonardo Boutique Hotel Rome Termini,25,9,5,1,1
Hotel Regio,82,191,95,45,30
Sistina Twentythree luxury rooms,25,17,2,2,0
Al Casaletto,48,50,25,5,9
Bed & Breakfast da Alessia per dormire al coppede,41,2,4,2,0
Magnolia St.Peter's Suites,22,0,0,0,0
B&B Domus Aurea,21,1,0,0,0
Ai Senatori,41,14,2,0,3
Hotel Pacific Roma,15,5,1,0,0
Sweet Vatican,33,9,2,0,0
B&B Approdo Ripetta,27,10,0,2,0
Il Piccolo di Piazza di Spagna Suites,66,75,20,10,12
Hotel Corot,78,194,141,30,21
Modern BnB,44,20,8,2,2
Roma Sogno Infinito,28,10,4,0,1
B&B Vatican's Keys,48,12,2,0,5
Rose Antiche Vatican B&B,34,6,2,0,2
Maison Candia Luxury House,73,30,12,6,6
Hotel Giardino d'Europa,69,122,88,29,19
Bed and Breakfast - Interno 9,47,37,7,2,1
I Mulini a Vento,82,29,5,3,7
Sensation House,30,13,8,1,2
Appia Park Hotel,96,148,108,53,29
Maison Coquette,21,8,1,0,0
Domus 21 Luxury Suites,1,0,0,0,0
Hotel Sisto V,75,159,105,40,24
Exe International Palace,460,987,542,169,147
The Bricks Rome,23,4,0,0,0
Palazzo Nainer,15,0,0,0,0
Boutique Hotel Trevi,171,250,125,71,61
Seven Suites,136,45,3,0,0
Hotel Martini,67,87,41,13,24
Navona Central Suites,35,13,4,0,3
The Independent Suites,19,15,5,1,0
Filomena e Francesca B&B,72,49,6,5,6
Guest's Heaven,26,15,1,0,2
Nobilcasa Suites,26,20,5,1,1
Landlord in Trastevere,30,6,0,1,2
All'Ombra del Cupolone Guest House,33,4,1,0,0
Elements Guest House,43,17,2,1,3
Hotel Meeting Roma,23,50,30,4,3
Cicerone60,26,8,3,0,0
Imperia Suite,69,74,19,6,12
Maison Maneli B&B,21,11,2,0,0
Guest House Vignola,21,1,0,0,0
55 Inn,52,50,16,3,4
Le Stanze di Gaia,25,0,0,0,0
B&B Ibiscus,25,2,0,0,0
Hotel Garda,80,155,106,40,25
Roman Terrace,41,35,13,6,4
Roma Resort Colosseum,80,73,55,17,20
Nights in Rome,79,51,27,11,21
Houspitality Nero B&B,29,23,13,1,1
Grand Hotel Plaza,499,434,320,275,276
Maison Coquette,21,8,1,0,0
Trinity II Bed & Breakfast,61,49,13,8,6
Domus 21 Luxury Suites,1,0,0,0,0
Albergo Delle Regioni,20,8,1,0,1
Suitinn 19,37,8,6,1,1
TheWesley Rome,37,13,4,1,3
More Cola di Rienzo B&B,24,6,1,1,0
La Griffe Roma - MGallery,647,712,456,192,185
Seven Suites,136,45,3,0,0
Hotel Caracciolo,43,96,48,14,10
Residenza San Pantaleo,73,62,27,10,13
Martina House,83,53,19,13,14
Sweet Home Parioli,37,9,1,2,0
Ripetta Central Suites,31,10,4,1,1
Spagna Secret Rooms,19,3,1,0,0
Borghese Executive Suite,50,23,5,3,7
Colosseo Guest House,15,13,0,0,0
I Casali del Pino,26,4,3,1,0
Shali Luxury Suite,23,10,2,1,0
Casa Linnea,31,31,10,1,0
Vatication Bed and Breakfast,27,18,3,1,3
B&B Alexander,31,25,5,1,1
Vatican City Relais,24,11,2,1,1
Residenza Mazzini,30,13,4,2,0
Penta Luxury House,31,2,1,0,2
Nautilus Hotel,52,51,31,7,10
Vatican Paradise B&B,29,20,2,0,0
Gallia's Rooms,29,14,2,2,0
Sangio Guest House,26,12,1,4,1
Villaggio Azzurro,38,17,5,2,3
Valle Aurelia House,33,2,0,1,0
Casa Cibella,29,18,3,1,0
Relais Indipendenza,22,10,2,1,1
Crosti Apartments Hotel Rome,52,40,19,7,3
9Hotel Cesari,108,80,20,12,1
Smooth Hotel Rome West,103,202,128,57,46
Foresteria Roma,43,60,15,2,3
Smy Area Roma,72,100,86,32,16
Casa Ponte Sisto,47,43,15,1,6
Hotel Cristoforo Colombo,387,765,506,237,208
B&B La Favola di San Pietro,38,22,6,0,1
Nakissa Inn,66,38,21,8,5
Shelisa,31,5,0,0,0
B&B Mellini 39,77,50,16,5,8
Chroma Tessera,31,50,6,3,2
The Bridge Suites,27,21,4,0,1
History Suite B&B,72,21,7,2,6
Funny Palace,97,82,37,15,19
Easy Rome Guest House,25,7,1,0,0
Relais La Canfora,64,22,6,4,4
Matisse B&B,252,94,38,30,47
SuiteDeal,51,34,5,2,7
Nerva Accomodation Cavour,22,4,0,0,0
B&b Vatican Inside,18,0,0,0,0
B&B Mr. Brown,52,8,0,2,3
Holiday A San Pietro,60,42,12,8,4
BDB Luxury Rooms Trastevere Torre,40,22,8,3,1
Vivi Rome Bed and Breakfast,37,4,2,0,0
Domus Best - Guest House,25,11,1,0,0
Why Not Roma,50,36,11,3,4
Hotel Boccaccio,49,59,17,7,5
B&B San Pietro Chic Resort,66,11,5,6,3
Aria Rome Rooms,38,8,1,2,0
Bed and Breakfast Elisir,24,2,0,0,0
Leonardo Boutique Hotel Rome Termini,25,9,5,1,1
Unicum Roma Suites,20,0,0,0,0
Glance in Rome,22,2,5,0,0
POP Art B&B,45,29,8,4,3
Colonna 18,40,10,6,2,1
LIttle Queen Relais,39,19,4,2,3
New Generation Hostel Santa Maria Maggiore,45,46,13,6,5
Hotel Pacific Roma,15,5,1,0,0
B&B Ondina,34,2,0,0,0
Hotel Fontana,154,198,98,54,61
Il Giardino delle Tartarughe,44,7,1,0,0
iRooms Central Station,53,30,9,7,6
The Loft,34,48,13,5,2
Okapi Rooms,39,75,32,6,2
Relais de la Poste,20,6,2,1,0
Hotel Elide,59,127,84,21,19
AnnoDomini,66,28,4,4,6
Trevi & Pantheon Luxury Rooms,31,20,7,3,0
Morin 10,26,0,0,0,0
The Boutique Hotel,19,8,2,1,0
Hotel Carmel Roma,103,65,24,17,19
WRH Suites,117,99,26,21,12
Love of Rome,46,9,0,3,1
Appia Park Hotel,96,148,108,53,29
Moonlight Inn Guest House,25,0,0,0,0
Le Stanze di Pietro,34,4,2,0,0
Sleep in Rome Ludovisi,27,14,4,0,0
Popolo & Flaminio Rooms,25,8,0,0,1
AraCoeli Bed & Breakfast di Umberto Buzzoni,51,18,5,1,3
Al Casaletto,48,50,25,5,9
Hotel Locanda Cairoli,21,23,12,4,7
Dea Roma Inn,14,17,8,2,2
Hotel Corallo,33,118,89,22,24
Hotel Santa Maura,25,18,10,4,4
Cardinal Hotel St. Peter,182,380,329,150,120
Hotel Pyramid,35,103,92,35,27
Hotel Amadeus,29,62,49,19,14
Hotel Roma Tor Vergata,123,224,207,100,101
ELE Green Park Hotel Pamphili,78,135,142,44,46
Re Monti Guesthouse,12,0,1,0,1
Il Sesto Suites Central,44,23,14,9,12
Erossuite,8,0,0,0,0
Tenuta Agricola Fonte di Papa,19,7,2,3,2
Spagna Art & Suites - Daplace Collection,25,3,0,2,4
La Vite Vaticana,10,9,1,0,1
Ianus Guest House,10,1,0,0,0
Les Diamants Spanish Steps Suite,12,1,0,0,0
Hotel the Brand,7,1,1,0,0
Piazza di Spagna Comfort Rooms,23,14,3,2,3
Holiday Sunny Roma,8,27,8,2,1
City Guest House,78,214,117,71,46
Al 7,10,11,2,1,0
Pantheon 3E,13,16,3,1,0
Hotel Robinson,25,35,32,11,7
Parioli Place,17,1,0,0,2
Gio Suites Luxury B&B,20,20,5,4,4
Residenza Vaticana,9,6,1,0,0
Incantesimo Vaticano,24,5,2,2,4
Hotel Rome Love,28,53,29,10,12
Vatican Rooms Accommodation,17,7,2,3,2
Suite Artis Barberini,12,14,7,5,8
Palazzo Nainer,15,0,0,0,0
Hotel La Place,25,1,0,1,1
Boutique Hotel Trevi,171,250,125,71,61
Hotel Sisto V,75,159,105,40,24
Exe International Palace,460,987,542,169,147
Seven Suites,136,45,3,0,0
Domus 78,43,22,5,6,2
The Independent Suites,19,15,5,1,0
B&B Ibiscus,25,2,0,0,0
Navona Central Suites,35,13,4,0,3
Hotel Meeting Roma,23,50,30,4,3
Imperia Suite,69,74,19,6,12
Guest's Heaven,26,15,1,0,2
Cicerone60,26,8,3,0,0
Filomena e Francesca B&B,72,49,6,5,6
All'Ombra del Cupolone Guest House,33,4,1,0,0
Elements Guest House,43,17,2,1,3
Circo Massimo Exclusive Suite,40,15,3,3,4
Nobilcasa Suites,26,20,5,1,1
Le Stanze di Gaia,25,0,0,0,0
55 Inn,52,50,16,3,4
Moscatello,39,82,27,9,9
Corso Grand Suite,73,33,12,10,9
Maison Maneli B&B,21,11,2,0,0
Hotel Garda,80,155,106,40,25
Hotel Martini,67,87,41,13,24
Houspitality Nero B&B,29,23,13,1,1
Nights in Rome,79,51,27,11,21
Quovadis,69,59,23,6,8
Casa Di Santa Francesca Romana,32,75,24,8,5
Roma Resort Colosseum,80,73,55,17,20
TheWesley Rome,37,13,4,1,3
A&F Colosseo,22,15,2,0,1
Pantheon View,60,52,25,8,14
Vatication Bed and Breakfast,27,18,3,1,3
Colosseo Guest House,15,13,0,0,0
Relais Indipendenza,22,10,2,1,1
Residenza Talenti Superior Rooms,38,24,6,3,2
Vatican City Relais,24,11,2,1,1
Hotel Caracciolo,43,96,48,14,10
Landlord in Trastevere,30,6,0,1,2
More Cola di Rienzo B&B,24,6,1,1,0
Villa Catona,26,4,1,1,0
Valle Aurelia House,33,2,0,1,0
Sangio Guest House,26,12,1,4,1
Sweet Home Parioli,37,9,1,2,0
Suitinn 19,37,8,6,1,1
Anne&Mary,33,21,12,3,1
Residenza San Pantaleo,73,62,27,10,13
Gallia's Rooms,29,14,2,2,0
The Bricks Rome,23,4,0,0,0
Penta Luxury House,31,2,1,0,2
Villaggio Azzurro,38,17,5,2,3
Hotel Flavio,24,29,10,4,1
Vatican 38 Suites,21,7,1,0,0
