url,name,excellent,very_good,average,poor,terrible
https://www.tripadvisor.com/Hotel_Review-g187791-d1087663-Reviews-Roman_Residence-Rome_Lazio.html#REVIEWS,Roman Residence,279,86,15,1,1
https://www.tripadvisor.com/Hotel_Review-g187791-d646545-Reviews-Kame_Hall-Rome_Lazio.html#REVIEWS,Kame Hall,112,42,9,3,3
https://www.tripadvisor.com/Hotel_Review-g187791-d7729917-Reviews-Vatica_B_B_Roma-Rome_Lazio.html#REVIEWS,Vatica B&B Roma,90,3,0,0,2
https://www.tripadvisor.com/Hotel_Review-g187791-d603739-Reviews-Hotel_Milton_Roma-Rome_Lazio.html#REVIEWS,Hotel Milton Roma,584,854,339,121,76
https://www.tripadvisor.com/Hotel_Review-g187791-d10545486-Reviews-Boma_Countryhouse-Rome_Lazio.html#REVIEWS,Boma Countryhouse,157,42,5,6,4
https://www.tripadvisor.com/Hotel_Review-g187791-d1010817-Reviews-Suites_Piazza_del_Popolo-Rome_Lazio.html#REVIEWS,Suites Piazza del Popolo,161,19,0,2,0
https://www.tripadvisor.com/Hotel_Review-g187791-d4114556-Reviews-Alba_sul_Vaticano-Rome_Lazio.html#REVIEWS,Alba sul Vaticano,145,17,0,0,0
https://www.tripadvisor.com/Hotel_Review-g187791-d1498263-Reviews-Condotti_Inn-Rome_Lazio.html#REVIEWS,Condotti Inn,151,94,12,1,4
https://www.tripadvisor.com/Hotel_Review-g187791-d232872-Reviews-Hotel_Siena_Roma-Rome_Lazio.html#REVIEWS,Hotel Siena Roma,173,215,65,17,23
https://www.tripadvisor.com/Hotel_Review-g187791-d3859848-Reviews-Temple_View-Rome_Lazio.html#REVIEWS,Temple View,126,36,3,1,0
https://www.tripadvisor.com/Hotel_Review-g187791-d12445334-Reviews-Terrace_Pantheon_Relais-Rome_Lazio.html#REVIEWS,Terrace Pantheon Relais,169,45,8,6,6
https://www.tripadvisor.com/Hotel_Review-g187791-d13494726-Reviews-Palazzo_Caruso-Rome_Lazio.html#REVIEWS,Palazzo Caruso,65,5,1,0,2
