name,5,4,3,2,1,total
"2021 Newest HP 15.6"" FHD 1080P IPS Anti-Glare Laptop Intel Processor N4020 8GB DDR4 RAM 128GB SSD 1-Year Office 365 Online Meeting Ready Ethernet WiFi Fast Charge Win10 S",100%,0%,0%,0%,0%,1
"2021 Newest HP Laptop 17.3"" FHD Non-Touch Display 11th Gen Intel Core i5-1135G7 Quad-Core Processor 16GB DDR4 Memory 512GB PCIe NVMe SSD Webcam HDMI Wi-Fi Windows 10 Home Silver",75%,12%,2%,5%,7%,128
HP ProBook 6570b Notebook PC - Intel Core i5-3320M 2.6Ghz 8GB 320GB DVDRW Windows 10 Professional (Renewed),39%,36%,0%,0%,25%,12
"Acer Swift 3 Thin & Light Laptop | 14"" Full HD IPS 100% sRGB Display | AMD Ryzen 7 5700U Octa-Core Processor | 8GB LPDDR4X | 512GB NVMe SSD | WiFi 6 | Backlit KB | FPR | Amazon Alexa | SF314-43-R2YY",70%,22%,4%,0%,3%,79
"2020 Acer Aspire 3 15.6"" Full HD 1080P Laptop PC Intel Core i5-1035G1 Quad-Core Processor 8GB DDR4 RAM 256GB SSD Ethernet HDMI Wi-Fi Webcam Numeric Keypad Windows 10 Home Steel Gray",70%,17%,3%,2%,7%,197
"Dell Inspiron 15 Laptop 15.6"" FHD Touchscreen AMD Ryzen 5 Processor 8GB DDR4 RAM 256GB PCIe SSD 802.11AC WiFi Bluetooth Webcam Black Remote Work Windows 10 S",76%,24%,0%,0%,0%,10
HP 14 Laptop 11th Gen Intel Core i3-1115G4 4 GB RAM 128 GB SSD Storage 14-inch Full HD Display Windows 10 in S Mode Long Battery Life HP Fast-Charge Thin & Light Design (14-dq2020nr 2021),55%,21%,14%,0%,10%,15
"Acer TravelMate P6 Thin & Light Business Laptop 14"" FHD IPS Intel Core i5-8265U 8GB DDR4 256GB SSD 20 Hrs Battery Win 10 Pro TPM 2.0 Mil-Spec Fingerprint Reader TMP614-51-54MK",56%,21%,7%,4%,11%,55
Dell Latitude 7480 14in FHD Laptop PC - Intel Core i7-6600U 2.6GHz 16GB 512GB SSD Windows 10 Professional (Renewed),64%,16%,6%,2%,13%,144
"2021 Newest Acer Aspire 5 15.6"" FHD Laptop 11th Intel Core i3-1115G4 (up to 4.1GHz) 12GB RAM 256GB NVMe SSD WiFi 6 USB-A&C Webcam HDMI Windows 10 S",85%,15%,0%,0%,0%,17
"2021 Newest HP 15 15.6"" FHD Laptop Computer Intel Core i3 1115G4 up to 3.2GHz (Beat i5-8365U) 8GB DDR4 RAM 256GB PCIe SSD 802.11AC WiFi Bluetooth 4.2 Webcam Windows 10 S iPuzzle Type-C HUB",60%,23%,7%,0%,10%,44
"15.6"" S15 Full HD Windows 10 Professional Slim n Light Laptop - 128GB Storage 4GB RAM S15 Model Lapbook Dedicated Num-Pad Dual-Band WiFi Expandable Storage",54%,25%,7%,7%,8%,81
200W AC Charger Fit for HP L00818-850 TPN-DA10 TPN-LA21 L73385-001 HP Omen 15 17 zbook 15 17 Pavilion Gaming 15 17 Envy 15 2020,100%,0%,0%,0%,0%,1
"HP 17.3"" FHD IPS Laptop Core i5-10210U (Beat i7-8665U) HD Webcam Backlit Keyboard HDMI UHD Graphics Windows 10 Home 12GB Memory 1TB HDD (Renewed)",69%,10%,10%,4%,8%,80
"Lenovo ThinkPad P51 15.6"" FHD Core i7 7820HQ 2.9GHz 32GB RAM 512GB Solid State Drive Windows 10 Pro 64Bit CAM (Renewed)",53%,0%,47%,0%,0%,2
"15.6"" S15 Full HD Windows 10 Professional Slim n Light Laptop - 128GB Storage 4GB RAM S15 Model Lapbook Dedicated Num-Pad Dual-Band WiFi Expandable Storage",54%,25%,7%,7%,8%,81
"HP 15.6"" FHD Laptop for Business & Student AMD Ryzen 3 3250U 4GB RAM 128GB SSD AMD Radeon Graphics HDMI Webcam Windows 10 w/Ghost Manta Accessories (8GB RAM| 256GB SSD AMD Ryzen 3 3250)",62%,15%,12%,2%,9%,79
DaySky Windows 10 Laptop Computer | 15.6 Inches FHD IPS | 12GB RAM | 256GB SSD | Intel Celeron N5095 Quad-Core 10nm Processor | Full Size Keybord | 5mm Narrow Bezel | WiFi | USB 3.0 Type C  Red,100%,0%,0%,0%,0%,3
"ALLDOCUBE 2 in 1 Detachable Laptop Touchscreen Tablet 10.1"" with Keyboard Windows 10 Intel Celeron N4020 4GB RAM 128GB MemoryFHD IPS Display 1920x1200 2.4G+5G WiFi Bluetooth 4.2 Type C HDMI",50%,22%,15%,6%,6%,25
"New Lenovo Flex 5 14"" 2-in-1 Touchscreen Laptop 8-Core AMD Ryzen 7 4700U (Beat i7-8550U) FHD IPS Backlit Fingerprint Bundled with Woov Sleeve Win 10 Black (8GB|1024GB SSD)",68%,16%,0%,16%,0%,8
Laptop 15.6-inch Celeron_j3455 Quad Core 6GB RAM 128GB SSD Full HD Display with Dual WiFi Mini HDMI Windows 10,35%,17%,16%,0%,31%,18
"2021 Newest Dell Inspiron 3510 15.6"" HD Laptop Intel Celeron N4020 Processor 8GB DDR4 RAM 128GB PCIe SSD Webcam WiFi HDMI Bluetooth Windows 11 Home Black",50%,0%,50%,0%,0%,2
"HP 2021 Newest 15.6"" IPS FHD Display Laptop AMD Ryzen 7 4700U Processor(>i7-10710U) Numeric Keypad Webcam 16GB DDR4 RAM 512GB PCIE SSD Bundle with Woov Accessories - Windows 10 Home - Silver",71%,29%,0%,0%,0%,4
Dell Inspiron 15 3000 3511 15.6-inch FHD (1920 x 1080) Laptop 11th Gener ation Intel(R) Core(TM) i3-1115G4 Processor 8GB 8Gx1 DDR4 2666MHz 128GB M.2 PCIe NVMe Solid State Drive,100%,0%,0%,0%,0%,1
Microsoft Surface Laptop 4 13.5” Touch-Screen – Intel Core i5 - 8GB - 512GB Solid State Drive (Latest Model) - Ice Blue,80%,10%,2%,1%,7%,175
Jumper Laptop 13.3 inch 8GB RAM 256GB ROM Quad Core Celeron Windows 10 Thin and Light Laptop Full HD 1080P Display Support 128GB TF Cardand 1TB SSD Expansion,100%,0%,0%,0%,0%,13
"2021 Newest Dell Inspiron 15 3000 3511 15.6"" (1920 x 1080) FHD Laptop 11th Gen Intel Core i3-1115G4 (Up to 4.1GHz Beat i5-1035G4) 16GB Memory 512GB PCIe SSD Webcam Bluetooth Black Windows 10",65%,20%,15%,0%,0%,16
"TECLAST 15.6"" Traditional Laptop Computers 6GB+128GB SSD Thin Bezel Laptop Computer Quad Core Intel J3455 1920x1080 FHD Windows 10 Laptop Full Size Keyboard 2.4G+5G WiFi Bluetooth USB3.0 TF Expand",58%,10%,8%,7%,17%,68
Fusion5 14.1inch A90B+ Pro 64GB Windows 10 Laptop - 4GB RAM 64GB Storage Full HD IPS Bluetooth 2MP Webcam Dual Band WiFi Laptop,59%,20%,8%,4%,9%,"1,169"
Genuine ac Charger Compatible for Razer Blade 19.8V 8.33A 165W Laptop Charger AC Power Adapter RC30-0165 Power Cord,42%,15%,43%,0%,0%,3
Cat8 Ethernet Cable 20ft ShieldedHigh Speed 40Gbps 2000MHz SSTP Flat Internet Network LAN Cable with Gold Plated RJ45 Connector for Game ConsolePS5XboxRouterPCLaptopModemSwitchesHub,78%,12%,5%,0%,5%,80
2021 Acer Aspire 3 17.3'' HD+ Laptop 4-core Intel Core i5-1035G1(up to 3.60 GHz) 20GB RAM 1TB HDD+ 128GB SSD HDMI WiFi RJ-45 Bluetooth Webcam DVD-RW Win 10 w/Ghost Manta Accessories,73%,15%,3%,2%,6%,80
HP 15-dw 15.6-inch HD 1366 x 768 WLED Intel Celeron N4020 4GB 1TB Hard Drive Win 10 Laptop,65%,13%,8%,8%,6%,40
"HP 17.3"" Non-Touch Laptop Intel 10th Gen i5-1035G1 1TB Hard Drive 12GB Memory DVD Writer Backlit Keyboard Windows 10 Home Silver",71%,14%,5%,2%,9%,189
Dell Inspiron 14 5406 2 in 1 Convertible Laptop 14 inch HD Touchscreen 11th Gen Intel Core i3-1115G4 16 GB DDR4 RAM 512GB PCIe NVMe SSD Webcam Backlit Keyboard Windows 10 Dune (Latest Model),37%,54%,0%,0%,8%,14
"Dell Inspiron 15 3000 Windows 10 Pro Business Laptop 15.6"" HD Screen Intel Celeron N4020_ 8GB DDR4 RAM_ 256GB PCIe SSD_ Online Meeting Business and Student Webcam USB 3.1 Black Bluetooth",75%,0%,7%,0%,18%,20
HP Stream 14-Inch Touchscreen Laptop AMD Athlon 3050U 4 GB SDRAM 64 GB eMMC Windows 10 Home in S Mode with Office 365 Personal for One Year (Silver) cm. SD 512 GB,76%,11%,7%,2%,5%,273
TECLAST 15.6” Traditional Laptop Computers 8GB+256GB SSD Up to 2.6GHz Quad Core Intel N4120 Windows 10 Laptop 1920x1080 Laptop Computer 2.4G+5G WiFi Bluetooth Mini-HDMI USB3.0x2 Work Entertainment,42%,21%,19%,3%,15%,125
"Newest Lenovo Ideapad 3 14"" HD Display Premium Laptop Intel Pentium Gold 6405U 2.4 GHz 8GB DDR4 RAM 128GB SSD Bluetooth 5.0 WebcamWiFi HDMI Windows 10 S Black + AllyFlex Mouspad",72%,16%,5%,2%,6%,425
Dell Latitude E7450 14in FHD Business Laptop Computer Intel Core i5-5300U Up to 2.9GHz 8GB RAM 256GB SSD Backlit Keyboard 802.11AC WiFi HDMI Windows 10 Professional( Renewed),42%,24%,11%,5%,19%,45
"HP 15.6"" Touchscreen Laptop - 11th Gen Intel Core i5-1135G7 12GB DDR4-2666MHz SDRAM 1.0TB 5400RPM SATA Hard Drive",66%,17%,17%,0%,0%,8
"Laptop HP X360 14a Chromebook 14"" HD Touchscreen Entertaining from Any Angle Intel Celeron 4GB DDR4 64GB eMMC WiFi Webcam Stereo Speakers Bluetooth 4.2 Chrome Blue Metallic Color (Renewed)",82%,10%,4%,1%,4%,434
"Newest Lenovo Flex 5 14"" FHD IPS Touchscreen Premium 2-in-1 Laptop AMD 4th Gen Ryzen 5 4500U 16GB RAM 256GB PCIe SSD Backlit Keyboard Fingerprint Reader Digital Pen Included Windows 10",74%,20%,0%,0%,6%,35
Lenovo IdeaPad 3 15 Intel i3-10110U 8GB 256GB SSD 15.6-inch Touch Screen Laptop,72%,17%,6%,3%,2%,87
"2021 Latest_Dell_Inspiron 15 5000 Series 5515 15.6"" FHD Touchscreen Laptop AMD Ryzen 5 5500U (Beats i7-1065G7) 8GB RAM 256GB SSD Backlit Keyboard FP Reader Webcam Windows 10 Mist Blue W/ LPT Cloth",69%,31%,0%,0%,0%,7
"2021 HP 15 Laptop Newest AMD Ryzen 5 5500U(Beat i7-1065G7) 16GB RAM 1TB SSD 15.6"" FHD Display Webcam for Zoom HDMI Wi-Fi Lightweight Thin Design Win 10-Free Windows 11 Upgrade| VAATE Bundle",60%,20%,0%,20%,0%,6
TECLAST F7 Plus2 14” Laptop Computer 8GB RAM 256GB SSD Windows 10 Laptop Up to 2.6GHz Intel N4120 1920x1080 FHD IPS Display Lightweight Windows Laptop 2.4G+5G WiFi Bluetooth Type-C Mini-HDMI,58%,10%,8%,7%,17%,68
Chromebook Charger Fit for HP 65W 45W Chromebook Type USB-C Series Laptop Chromebook 14 14A G5 11 11A G6 G7 G8 EE 11-AE 14-CA 14-ca0061dx 14-ca060nr 14-ca020nr 14-ca052wm 14-ca051wm 14-ca043cl Laptop,87%,6%,0%,0%,6%,22
HP Chromebook x360 14-inch HD Touchscreen Laptop Intel Celeron N4000 4 GB RAM 32 GB eMMC Chrome (14b-ca0010nr Ceramic White/Mineral Silver),81%,11%,4%,2%,3%,"2,341"
HP 14 Laptop AMD 3020e 4 GB RAM 64 GB eMMC Storage 14-inch HD Display Windows 10 Home in S Mode Long Battery Life Microsoft 365 (14-fq0020nr 2020),69%,16%,5%,3%,6%,347
"Toshiba Tecra A50-F 15.6"" Business Laptop Computer Intel Celeron 4205U 1.8GHz 16GB DDR4 RAM 1TB SSD WiFi 6 Bluetooth 5.0 Webcam Remote Work Windows 10 Pro Education Mousepad",64%,16%,6%,4%,10%,103
"Dell Inspiron 5000 14"" FHD 2-in-1 Touchscreen Backlit Display Laptop | 11th Gen Intel Core i7-1165G7 Processor | 32GB RAM | 1TB SSD | Backlit Keyboard | Fingerprint Reader | Windows 10 Home | Grey",60%,18%,7%,0%,15%,17
"Dell Latitude 5490 Business Laptop - 14"" HD Display Intel Core i5-7300U 2.6GHz 16GB RAM 256GB Solid State Drive Windows 10 Pro 64Bit Camera (Renewed)",61%,27%,0%,0%,12%,11
[Upgrade] CHUWI HeroBook Pro 14.1 inch Laptop PC Intel Gemini-Lake N4020 Quad-Core 1920x1080 FHD IPS Display Ultra Slim Laptop Computer 8G RAM 256GB SSD Windows 10(Support to Update Win 11),56%,15%,8%,5%,15%,"1,121"
"TECLAST 15.6"" Laptop Computer 12GB+256GB 10th Intel Core i3-1005G1 Windows Laptop Up to 3.4GHz 15W Process 1920x1080 FHD Thin Traditional Laptop Computers HDMI 5G WiFi BT Type-C USB3.0 Zoom Meeting",100%,0%,0%,0%,0%,5
"2021 Newest Dell Inspiron 15 3000 Series 3501 Laptop 15.6"" FHD Non-touch 11th Gen Intel Core i3-1115G4 Processor 8GB RAM 1TB Hard Disk Drive Webcam HDMI Wi-Fi Bluetooth Windows 10 Home Black",64%,17%,7%,4%,9%,347
"HP Envy 13 Ultra Thin Laptop 13.3"" Full-HD Intel Core i5-8250U Intel UHD Graphics 620 256GB SSD 8GB SDRAM Fingerprint Reader 13-ah0051wm",69%,14%,3%,6%,8%,62
2020 Newest HP 14 Inch Premium Laptop AMD Athlon Silver 3050U up to 3.2 GHz(Beat i5-7200U) 8GB DDR4 RAM 128GB SSD Bluetooth WebcamWiFiType-C HDMI Windows 10 S Black + Laser HDMI,68%,21%,6%,3%,2%,261
"2021 Newest Dell Inspiron 15 3000 Series 3505 Laptop 15.6"" Full HD Touchscreen AMD Ryzen 5 3450U Quad-Core Processor 16GB DDR4 RAM 1TB Hard Disk Drive Webcam Wi-Fi HDMI Windows 10 Home Black",73%,12%,5%,0%,11%,60
Microsoft Surface Laptop 2 (Intel Core i5 8GB RAM 256 GB) - Black (Renewed),81%,10%,3%,1%,5%,247
"HP Pavilion X360 2-in-1 14"" Touchscreen Laptop Intel Core i3-1115G4 8GB RAM 256GB SSD WiFi HDMI Webcam USB Type-C Windows 10",73%,16%,3%,4%,4%,129
"Lenovo Legion Y545 15.6"" FHD IPS Notebook - Intel Core i7-9750H 2.6GHz - 16GB RAM + 256GB PCIe SSD + 1TB HDD - NVIDIA GeForce GTX 1660 Ti 6GB - Windows 10 Home Black",100%,0%,0%,0%,0%,6
HP 15.6 Inch Full HD Touchscreen Laptop AMD 8-Core Ryzen 7 5700U (Beat i7-10710U) 16GB DDR4 Ram 512GB SSD WiFi 6 Windows 10 Silver,70%,30%,0%,0%,0%,4
OfficeSuite Family Compatible with Microsoft® Office Word® Excel® & PowerPoint® and Adobe® PDF for PC Windows 10 8.1 8 7 - 1-year license 6 users,55%,10%,10%,8%,16%,25
AC Charger for Asus FX504 UX510UW N56J N56VM N56VZ N750 N500 G50 N53S N55 Laptop 19V 6.32A 120W Adapter Power Supply,77%,5%,3%,6%,10%,49
HP 15-cs3019nr Pavilion 15.6-Inch Laptop Intel Core i7 (Mineral Silver),72%,16%,5%,2%,6%,682
2021 Flagship Dell Inspiron 15 5000 15.6 inch FHD Laptop 11th Gen Intel Quad-Core i5-1135G7 16GB DDR4 RAM 512GB SSD Backlit Keyboard Windows 10 Home - Silver (Latest Model) LPT Accessory,78%,0%,0%,8%,14%,16
HP Chromebook 14-inch HD Laptop Intel Celeron N4000 4 GB RAM 32 GB eMMC Chrome (14a-na0010nr Mineral Silver),73%,14%,5%,2%,6%,"2,960"
"MSI GL65 Gaming Laptop: 15.6"" Display Intel Core i5-10300H NVIDIA GeForce GTX 1650 Wi-Fi 616GB RAM 512GB NVMe SSD Win10 (16GB RAM|512GB PCIe SSD)",50%,0%,0%,0%,50%,2
HP 15.6 inch Full HD Laptop AMD 6-Cores Ryzen 5-5500 AMD Radeon Graphics HP Fast Charge Webcam Thin&Portable 16GB DDR4 RAM 256GB PCIE SSD Windows 10 Home Natural Silver,60%,11%,30%,0%,0%,14
"2021 ASUS VivoBook 15.6"" FHD Business Laptop 10th Gen Intel i3-1005G1 Up to 3.4GHz＞ i5-8250U Backlit KB Fingerprint Win10 S Mode W/ Ghost Manta Accessories (8GB RAM| 1TB HDD +128GB PCIE SSD)",69%,13%,9%,0%,10%,27
"2021 Newest Lenovo IdeaPad 3 Laptop 17.3"" HD+ Display Intel Core i5-1035G1 Processor (Beats i7-8565U) 20GB DDR4 RAM 512GB PCIe SSD HDMI Bluetooth Wi-Fi Webcam Windows 10 Blue",66%,21%,8%,0%,5%,30
"HP Laptop 14"" HD Screen Intel Celeron N4020 Processor 4GB DDR4 Memory 64GB eMMC Webcam WiFi Bluetooth 1-Year Microsoft 365 Windows 10 Home KKE 64GB Micro SD Card Pale Gold",78%,11%,4%,3%,5%,125
"ASUS VivoBook 14"" FHD High Performance Laptop Intel i3-1005G1 up to 3.4GHz 4GB DDR4 3200MHz 128GB NVMe SSD Webcam WiFi Bluetooth HDMI Windows 10 TWE Bundle",100%,0%,0%,0%,0%,6
"2021 HP Pavilion 15.6"" HD Laptop Computer Intel Dual-core Pentium Processor 16GB RAM 512GB SSD HD Webcam Intel UHD Graphics 605 Bluetooth USB-C HDMI Win 10 Red 32GB SnowBell USB Card",65%,19%,4%,1%,11%,278
HP Elite X2 1012 G1 Detachable 2-IN-1 Business Laptop LTE SIM 12' FHD IPS Touchscreen (1920x1280) Intel Core m7-6Y75 512GB SSD 8GB RAM Keyboard Windows 10 Pro (Renewed),62%,19%,8%,3%,8%,357
HP 15-inch HD Laptop AMD Ryzen 3 3200U Processor 8 GB RAM 256 GB SSD Windows 10 Home (15-ef0021nr Natural Silver) (Renewed),100%,0%,0%,0%,0%,2
"15.6"" S15 Full HD Windows 10 Professional Slim n Light Laptop - 128GB Storage 4GB RAM S15 Model Lapbook Dedicated Num-Pad Dual-Band WiFi Expandable Storage",54%,25%,7%,7%,8%,81
"Video Projector Native 1080P/300 Supported VILINICE Outdoor Projector with 100"" Movie Projector Screen 100000h Lamp Life Home Theater Projector Compatible with Phone/TV Stick/PC/PS4/DVD/HDMI/USB",67%,15%,14%,2%,2%,84
ELECOM -Japan Brand- Webcam with Microphone Full HD 1080P 30FPS Streaming Windows Hello Facial Recognition Compatible with Windows 11 10 Easy Login for Desktop & Laptop (UCAM-CF20FBBK),43%,33%,9%,3%,12%,107
Newest HP 15.6'' FHD Micro-Edge Business Laptop Intel Celeron N4020 8GB RAM 128GB SSD Wi-Fi Webcam HDMI Fast Charge SD Reader Microsoft Office 365 Windows 10 Home | 32GB Tela USB Card,63%,13%,15%,4%,4%,58
"HP 15.6"" HD Touchscreen Laptop-11th Intel i5-1135G7 12GB RAM 1TB Hard Drive Backlit Keyboard Win 10 Homew/ 9H HDMI Cable",62%,38%,0%,0%,0%,6
"HP Elitebook 840 G3 Business Laptop Computer: 14"" FHD/ Intel Core i7-6600U up to 3.4GHz/ 16GB DDR4 RAM/ 256GB SSD/ 802.11ac WiFi/ Bluetooth 4.2/ USB Type-C/ Windows 10 Professional (Renewed)",59%,13%,8%,0%,19%,31
2021 Newest Dell Inspiron 3000 Laptop 15.6 FHD LED-Backlit Display AMD Ryzen 3 3250U Processor 8GB DDR4 RAM 128GB PCIe SSD Online Meeting Ready Webcam HDMI FP Reader Win10 Home White,70%,12%,8%,5%,5%,91
"HP Envy 17t High Performance Laptop 17.3"" Full HD Touchscreen Intel Core i7-1165G7 Processor Intel Iris Xe Graphics 32GB RAM 1TB SSD Backlit Keyboard Wi-Fi 6 Windows 11 Home",77%,16%,0%,0%,7%,50
"2021 Newest HP 15.6"" FHD Touch-Screen Laptop AMD Ryzen 7 4700U 8-Core(up to 4.1 Beat i7-1185G7) 16GB RAM 512GB PCIe SSD AMD Radeon Graphics Webcam HDMI WiFi Win10 Sw/Ghost Manta Accessories",61%,0%,17%,11%,11%,13
"Acer Aspire 5 15.6"" FHD LED-Backlit Display Laptop AMD Ryzen 3 3200U Up to 3.5GHz 16GB DDR4 512GB PCle SSD 802.11ac Bluetooth HDMI Backlit Keyboard Webcam Windows 10 S TWE Accessory Bundle",47%,26%,17%,0%,10%,13
TECLAST F7 Plus2 14” Laptop Computer 8GB RAM 256GB SSD Windows 10 Laptop Up to 2.6GHz Intel N4120 1920x1080 FHD IPS Display Lightweight Windows Laptop 2.4G+5G WiFi Bluetooth Type-C Mini-HDMI,58%,10%,8%,7%,17%,68
2021 Newest HP 14” FHD IPS Laptop Computer11th Gen Intel i3-1115G4 (Up to 4.1GHz Beat i5-1035G4) 4GB RAM 256GB PCIe SSD Fingerprint HD WebcamWiFi Bluetooth 4.2 HDMI Win10 S +Marxsol Cables,100%,0%,0%,0%,0%,3
Fast Dell Latitude 5480 HD Business Laptop Notebook PC (Intel Core i7-6600U 8GB Ram 512GB Solid State SSD HDMI Camera WiFi) Win 10 Pro (Renewed),53%,17%,0%,30%,0%,7
"MSI GL66 Gaming Laptop: 15.6"" 144Hz FHD 1080p Display Intel Core i7-11800H NVIDIA GeForce RTX 3070 16GB 512GB SSD Win10 Black (11UGK-001)",73%,14%,4%,2%,7%,150
"2020 HP Pavilion 15.6"" 2-in-1 Convertible HD Touchscreen Laptop Intel Core i5-10210U 8GB DDR4 512GB M.2 SSD Windows 10",77%,15%,3%,3%,2%,145
"2021 Asus TUF F15 15.6"" FHD IPS 144Hz Premium Gaming Laptop Intel Core i5-10300H (> i7-8750H) 16GB RAM 1TB PCIe SSD GeForce GTX 1650Ti RGB Backlit Keyboard Fingerprint Windows 10 + ES 32GB USB",87%,0%,0%,6%,7%,18
ASUS Notebook C204EE-YS01-GR 11.6 INCH N4000 4GB 16GB Chrome OS Intel UHD Dark G,84%,0%,0%,0%,16%,9
Fusion5 14.1inch A90B+ Pro 64GB Windows 10 Laptop - 4GB RAM 64GB Storage Full HD IPS Bluetooth 2MP Webcam Dual Band WiFi Laptop,59%,20%,8%,4%,9%,"1,169"
Aizami 1080p HD Webcam Auto Tracking Web Camera with Tripod Plug Play Computer Webcam Touch Control Streaming Webcam for Living Broadcast Calling Conferencing Gaming Skype/Facebook/YouTube/OBS,0%,100%,0%,0%,0%,1
Full HD Webcam 1080P Streaming Camera Widescreen Video Calling and Recording with Microphone Desktop LaptopYouTube,52%,48%,0%,0%,0%,5
"New HP Pavilion x360 2-in-1 11.6"" HD (1366 x 768) Touchscreen Convertible Laptop Intel Pentium Silver N5030 4GB DDR4 128GB SSD WiFi Bluetooth Windows 10 S ABYS 64GB SD Card Natural Silver",100%,0%,0%,0%,0%,3
Mobile Pixels Trio Max Portable Monitor 14'' Full HD IPS Dual Triple Monitor for laptops USB C/USB A Portable ScreenWindows/Mac/OS/Android/Switch Compatible (1x Monitor Only),60%,15%,10%,5%,9%,976
"ASUS TUF F17 Gaming Laptop 17.3"" FHD 144Hz IPS Display 11th Gen Intel 6-Core i5-11260H (Beats i7-8750H) 16GB RAM 1TB SSD GeForce RTX 3050 Ti 4GB RGB Backlit Keyboard USB-C WiFi6 Win10",77%,12%,2%,2%,6%,75
HP 2-in-1 Convertible Chromebook 14inch HD Touchscreen Intel Quad-Core Pentium Silver N5030 Processor Up to 3.10GHz 4GB Ram 128GB SSD Intel UHD Graphics Webcam Chrome OS(Renewed (14inch/128GB),77%,14%,3%,2%,4%,686
"RCA Newest Best Performance Tablet Quad-Core 2GB RAM 32GB Storage IPS HD Touchscreen WiFi Bluetooth with Detachable Keyboard Android 9 Pie (10"" Lavender)",64%,16%,7%,4%,9%,"1,300"
"HP 15.6"" FHD Ryzen 5-5500 8GB RAM 256GB SSD Silver Windows 10 Home 15-EF2127",68%,32%,0%,0%,0%,7
"MSI Modern 14 Professional Laptop: 14"" IPS-Level Thin Bezel Display Intel Core i7-1165G7 NVIDIA GeForce MX450 16GB RAM 512GB NVMe SSD Win10 PRO Beige Mousse (B11SB-290)",55%,22%,9%,0%,14%,15
"New HP Chromebook 11.6"" HD Laptop Intel Celeron N3350 4GB DDR4 RAM 32GB eMMC SSD Chrome OS Intel HD Graphics 11A-NB0013DX (Bundle with 128GB MicroSD Card & Woov Sleeve)",100%,0%,0%,0%,0%,1
"HP 14"" HD (1366 x 768) BrightView Micro-Edge Laptop Intel Celeron N4020 4GB DDR4 64GB eMMC WiFi Bluetooth Webcam USB 3.1 Type C HDMI Media Card Reader Windows 10 S 64GB ABYS MicroSD Card",66%,17%,6%,2%,9%,69
"New ! Dell Inspiron i3583 15.6"" HD Touch-Screen Laptop - Intel i5-8265U - 8GB DDR4-256GB SSD - Windows 10 - Wireless-AC - Bluetooth SD Card Reader HDMI & USB 3.1 -Waves MaxxAudio Pro- Black",72%,17%,6%,1%,4%,332
Lenovo Chromebook S330 Laptop 14-Inch HD (1366 x 768) Display MediaTek MT8173C Processor 4GB OnBoard LPDDR3 32GB eMMC SSD Chrome OS 81JW0001US Black,66%,17%,7%,3%,8%,712
"HP Newest 17 Laptop Notebook 17.3"" FHD Anti-Glare Display AMD Ryzen 7 5700U (> i7-1065G7) 32GB RAM 1TB PCIe SSD Webcam Bluetooth HDMI Windows 10 Home KKE Mousepad",72%,19%,1%,2%,6%,66
"2021 Newest HP 15.6"" FHD IPS Touchscreen Laptop10th Gen Intel Quad-Core i7-1065G7 (Up to 3.9GHz) Iris Plus Graphics 32GB RAM 1TB SSD Webcam HDMI USB-C WiFi Windows 10 Home+ AllyFlex Mouspad",80%,14%,0%,0%,6%,46
"MSI Summit E13 Flip EVO Professional Laptop: 13"" IPS-Level Touch Screen Intel core i7-1185G7 Iris Xe 32GB RAM 1TB NVMe SSD Win10 PRO Ink Black (A11MT-021)",27%,30%,16%,0%,28%,8
HP 15.6 Inch Full HD Touchscreen Laptop AMD 8-Core Ryzen 7 5700U (Beat i7-10710U) WiFi 6 12GB DDR4 RAM 256GB PCIE SSD Windows 10 HomeSilver,70%,30%,0%,0%,0%,4
TECLAST F7 Plus2 14” Laptop Computer 8GB RAM 256GB SSD Windows 10 Laptop Up to 2.6GHz Intel N4120 1920x1080 FHD IPS Display Lightweight Windows Laptop 2.4G+5G WiFi Bluetooth Type-C Mini-HDMI,58%,10%,8%,7%,17%,68
Slim 200W 10.3A AC Charger Fit for HP Omen 15 17 zbook 15 17 Pavilion Gaming 15 17 Envy 15 2020 L00818-850 TPN-DA10 TPN-LA21 L73385-001 L00895-003 ADP-200HB B Laptop Power Supply Cord,59%,20%,0%,0%,22%,6
135W AC Charger PA-1131-16 Fit for Acer V17 Nitro VN7-792G-59CL Aspire VX 15 VX15 VX5-591G-5652 VX5-591G-72U5 VX5-591G-77DE N16C7 A715-71G A715-72G A717-72G N17C2 A715-74G N17C2 GamingLaptop,100%,0%,0%,0%,0%,2
"2021 HP 17 Laptop Newest AMD Ryzen 5 5500U(Beat i7-1065G7) 16GB RAM 512GB SSD 17.3"" FHD Display Webcam for Zoom HDMI Wi-Fi Lightweight Thin Design Win 10-Free Windows 11 Upgrade| VAATE Bundle",60%,20%,0%,20%,0%,6
Lenovo 14inch HD Laptop Intel Pentium Quad-Core N5030 Processor Up to 3.10 GHz 4GB RAM 128GB SSD Intel UHD Graphics HDMI Windows 10 OS JJTK 16GB USB Drive (Renewed),75%,25%,0%,0%,0%,19
"HP 15.6"" HD Touchscreen Laptop-11th Intel i5-1135G7 16GB RAM 512GB SSD 1TB HDD Backlit Keyboard Win 10 Homew/ 9H HDMI Cable",68%,32%,0%,0%,0%,4
